"X.Plant_ID","Scientific_Name","Common_Name","Family","Genus","Species","Infraspecies","Native","CoC","Endemic","Persisting","Status_State","nwpl_ncne","State_Rank","Global_Rank","Habitat","Growth_Habit","Duration"
522,"Impatiens pallida","pale jewelweed, pale touch-me-not","Balsaminaceae","Impatiens","pallida","","Y",3,"N","Y","","FACW","S4","G5","Floodplain forests, wet forests, seepage areas, swamps, marshes, fens, stream banks, thickets, disturbed areas, shaded roadsides and trail edges, and ditches. Similar habitat to I. capensis and sometimes occurring together but not as common in at least parts of NY. It perhaps prefers more calcareous soils. Like I. capensis it can form dense large patches.","Forb/herb","Annual"
7049,"Isoetes echinospora ssp. muricata","spiny-spored quillwort","Isoetaceae","Isoetes","echinospora","ssp. muricata","Y",7,"N","Y","","OBL","S4","","Submerged and rooted aquatic on the edges of lakes often in sandy or coarse soils.","lycophyte","Perennial"
6297,"Juglans cinerea","butternut","Juglandaceae","Juglans","cinerea","","Y",7,"N","Y","","FACU","S4","","In certain parts of its range in New York, it is primarily associated with talus slopes. Elsewhere in New York, it is associated with rich mesic hardwood forests on valley bottoms and lower slopes sometimes on calcareous bedrock and soils. Often it occurs in small patches of only a few trees. Butternut canker is killing this species and it is difficult to find individuals that are not infected.","Tree","Perennial"
1631,"Juglans nigra","black walnut","Juglandaceae","Juglans","nigra","","Y",5,"N","Y","","FACU","S5","G5","Cultivated and apparently native. Native Americans may have been responsible for bringing this tree to parts of New York. Floodplain forests, low and rich mesic hardwood forests, and successional forests. Also, often found in large patches near old home sites. Does best in deep alluvial soils where it can become a dominant tree. It is also somewhat weedy and once established sometimes creates monospecific stands.","Tree","Perennial"
1650,"Juncus acuminatus","sharp-fruited rush","Juncaceae","Juncus","acuminatus","","Y",6,"N","Y","","OBL","S5","G5","Marshes, wet depressions, emergent on edges of ponds and lakes, edges of streams, and ditches. Occurs in a wide variety of wet to at least seasonally wet mostly open habitats.","Graminoid","Perennial"
1644,"Juncus alpinoarticulatus ssp. americanus","alpine rush","Juncaceae","Juncus","alpinoarticulatus","ssp. americanus","Y",7,"N","Y","","OBL","S4","G5","Seepy calcareous shores including ice scoured river shores, edges of shrub swamps, and wet ditches.","Graminoid","Perennial"
1666,"Juncus articulatus","jointed rush","Juncaceae","Juncus","articulatus","","Y",4,"N","Y","","OBL","S5","G5","Marshes, edges of swamps, wet ditches, shores of streams and ponds, and rich fens. Occurs in a wide variety of wet mostly open habitats.","Graminoid","Perennial"
1667,"Juncus balticus ssp. littoralis","Baltic rush","Juncaceae","Juncus","balticus","ssp. littoralis","Y",2,"N","Y","","OBL","S5","G5T5","Fresh and saline marshes, and wet or wet-mesic ditches and thickets.","Graminoid","Perennial"
1669,"Juncus brachycephalus","small-headed rush","Juncaceae","Juncus","brachycephalus","","Y",10,"N","Y","","OBL","S5","G5","Fairly restricted to calcareous wet or seepy open habitats.","Graminoid","Perennial"
1656,"Juncus bufonius","common toad rush","Juncaceae","Juncus","bufonius","","Y",1,"N","Y","","FACW","S5","G5","Dirt and logging roads, and shores of streams, ponds, and lakes in seasonally wet to wet-mesic exposed soils. An annual which appears to need exposed soils probably for germination. Adjacent herbaceous vegetation is usually sparse and not tall.","Graminoid","Annual"
1658,"Juncus canadensis","Canada rush","Juncaceae","Juncus","canadensis","","Y",8,"N","Y","","OBL","S5","G5","Marshes, edges of ponds and lakes, fens, and various other wetlands. Often emergent from standing water. One of the later species of Juncus to flower and fruit.","Graminoid","Perennial"
1645,"Juncus dudleyi","Dudley’s rush","Juncaceae","Juncus","dudleyi","","Y",2,"N","Y","","FACW","S5","G5","Rich fens, calcareous marshes, gravel pits, and at least seasonally wet to wet-mesic fields, ditches, and other mostly open calcareous habitats. Predominately restricted to at least slightly calcareous soils.","Graminoid","Perennial"
1641,"Juncus effusus ssp. solutus","common soft rush","Juncaceae","Juncus","effusus","ssp. solutus","Y",2,"N","Y","","OBL","S5","G5T5","Edges of ponds and streams, wet fields, marshes, openings in swamps, ditches, and swales. Occurs in a wide variety of open wet to seasonally wet habitats. Habitat differences between Juncus pylaei and J. effusus ssp. solutus are not clear.","Graminoid","Perennial"
1654,"Juncus nodosus","knotted rush","Juncaceae","Juncus","nodosus","","Y",3,"N","Y","","OBL","S5","G5","Marshes, shores and banks of streams and ponds including ice scoured shores, openings in swamps, rich fens, and ditches. Widespread in a wide variety of open wetlands.","Graminoid","Perennial"
1646,"Juncus pylaei","Pylaie’s rush","Juncaceae","Juncus","pylaei","","Y",3,"N","Y","","OBL","S5","G5T5?","Edges of ponds and streams, wet fields, marshes, openings in swamps, ditches, and swales. Occurs in a wide variety of open wet to seasonally wet habitats. Habitat differences between Juncus pylaei and J. effusus ssp. solutus are not clear.","Graminoid","Perennial"
1653,"Juncus tenuis","path rush","Juncaceae","Juncus","tenuis","","Y",0,"N","Y","","FAC","S5","G5","Paths, roadsides, and fields. Very common in heavily compacted wet to dry soils of paths. ","Graminoid","Perennial"
6816,"Juncus torreyi","Torrey’s rush","Juncaceae","Juncus","torreyi","","Y",2,"N","Y","","FACW","S4S5","","Marshes, edges of ponds, and other wetland habitats. Somewhat local in distribution but often occurring in large populations.","Herbaceous","Perennial"
1661,"Juncus tweedyi","narrow-panicled rush","Juncaceae","Juncus","tweedyi","","Y",6,"N","Y","","OBL","S5","G5","Edges of streams, wet ditches, marshes, and various other wet to seasonally wet habitats.","Graminoid","Perennial"
926,"Juniperus virginiana var. virginiana","eastern red cedar","Cupressaceae","Juniperus","virginiana","var. virginiana","Y",3,"N","Y","","FACU","S5","G5","Rocky summits, bluffs above ravines and lakes, ledges, alvars, successional fields, pastures, and maritime and coastal sandy areas. Grows best in open sites with thin rocky or sandy dry soils and dies back if other trees shade it out. In parts of New York, it is associated with calcareous bedrock or soils and in general is somewhat of a calciphile.","Tree","Perennial"
20,"Justicia americana","American water willow","Acanthaceae","Justicia","americana","","Y",7,"N","Y","","OBL","S4","G5","In shallow water at edge of streams and rivers.","Forb/herb","Perennial"
6474,"Kalmia latifolia","mountain laurel","Ericaceae","Kalmia","latifolia","","Y",7,"N","Y","","FACU","S5","","Oak dominated mesic to dry forests, woodlands, rocky summits, utility rights-of-way, and occasionally acidic swamps. Primarily a species of dry Quercus montana dominated forests often in association with other ericaceous shrubs. It sometimes forms dense thickets. Very limited in central and western New York but quite common in the southeastern parts of the state.","Shrub","Perennial"
1326,"Kalmia polifolia","bog laurel","Ericaceae","Kalmia","polifolia","","Y",10,"N","Y","","OBL","S4","G5","Acidic bogs. Often grows mixed with other shrubs.","Shrub","Perennial"
7006,"Lactuca biennis","tall blue lettuce","Asteraceae","Lactuca","biennis","","Y",1,"N","Y","","FAC","S5","","Cut forests, edges and clearings in forests, roadsides, thickets, maritime dunes, and disturbed areas.","Herbaceous","Biennial"
400,"Lactuca canadensis","tall lettuce","Asteraceae","Lactuca","canadensis","","Y",1,"N","Y","","FACU","S5","G5","Cut forests, edges and clearings in forests, roadsides, thickets, edges of fields, and disturbed areas.","Forb/herb",""
3055,"Laportea canadensis","wood nettle","Urticaceae","Laportea","canadensis","","Y",8,"N","Y","","FACW","S5","G5","Rich wet-mesic to mesic forests, stream edges, and forested seeps. Generally in rich cool shaded wet-mesic sites and sometimes forming large dense populations.","Forb/herb","Perennial"
2080,"Larix laricina","tamarack","Pinaceae","Larix","laricina","","Y",5,"N","Y","","FACW","S5","G5","Bogs, cool northern swamps, rich peatlands, and cool mesic forests at high elevation. Predominately a plant of cool northern wetlands it is local in distribution in the warmer and more southern parts of New York.","Tree","Perennial"
1493,"Lathyrus japonicus var. maritimus","beach pea","Fabaceae","Lathyrus","japonicus","var. maritimus","Y",8,"N","Y","","FACU","S4","G5T4T5","Maritime areas on cobbles or sand. Usually close to the shore but above the high tide line.","Vine, Forb/herb","Perennial"
1452,"Lathyrus palustris","marsh vetchling","Fabaceae","Lathyrus","palustris","","Y",7,"N","Y","","FACW","S4","G5","Marshes and wet thickets. Can occur in inland salt marshes.","Vine, Forb/herb","Perennial"
6402,"Lechea intermedia","large-podded pinweed","Cistaceae","Lechea","intermedia","","Y",6,"N","Y","","","S5","","Woodlands, pine barrens, rocky summits, utility rights-of-way, fields, and gravel pits. Mostly in acidic thin soils.","Herbaceous","Perennial"
845,"Lechea mucronata","hairy pinweed","Cistaceae","Lechea","mucronata","","Y",6,"N","Y","","","S5","G5","Utility rights-of-way and other open habitats in thin soils.","Forb/herb","Perennial"
2250,"Leersia oryzoides","rice cut grass","Poaceae","Leersia","oryzoides","","Y",4,"N","Y","","OBL","S5","G5","Marshes, swamps, and low wet thickets. Growing in wetter often more open sites than the related Leersia virginica.","Graminoid","Perennial"
2235,"Leersia virginica","white cut grass","Poaceae","Leersia","virginica","","Y",5,"N","Y","","FACW","S5","G5","Edges of dirt roads through forests, seepages in forests, and wet thickets. Predominately in seasonal wet to damp shaded sites.","Graminoid","Perennial"
1780,"Lemna minor","common duckweed","Araceae","Lemna","minor","","Y",2,"N","Y","","OBL","S5","G5","Quiet water of lakes, ponds, vernal pools, marshes, and channels. Sometimes becoming temporarily stranded.","Forb/herb","Perennial"
6469,"Lepidium virginicum ssp. virginicum","wild pepperweed","Brassicaceae","Lepidium","virginicum","ssp. virginicum","Y",0,"N","Y","","FACU","S5","","Roadsides, fields, and disturbed areas. In dry soils.","Herbaceous","Biennial"
1421,"Lespedeza capitata","round-headed bush clover","Fabaceae","Lespedeza","capitata","","Y",3,"N","Y","","FACU","S5","G5","Pine barrens, woodlands, dry fields, edges of forests, railroad edges, and utility rights-of-way. In dry to dry-mesic acidic sandy or coarse soils. Less common in central and western New York.","Forb/herb","Perennial"
1447,"Lespedeza hirta × L. violacea = L. ×nuttallii","Nuttall’s bush clover","Fabaceae","Lespedeza","hirta × L. violacea = L. ×nuttallii","","Y",NA,"N","Y","","","SNA","GNA","","Forb/herb","Perennial"
1406,"Lespedeza hirta ssp. hirta","hairy bush clover","Fabaceae","Lespedeza","hirta","ssp. hirta","Y",6,"N","Y","","","S5","G5","Woodlands, dry fields, thin forests, clearings in forests, railroad edges, and utility rights-of-way. Similar habitat to L. capitata but perhaps sometimes in slightly more shaded sites.","Forb/herb","Perennial"
1457,"Lespedeza stuevei × L. virginica = L. ×neglecta","neglected bush clover","Fabaceae","Lespedeza","stuevei × L. virginica = L. ×neglecta","","Y",NA,"N","Y","","","SNA","GNA","","Forb/herb","Perennial"
1424,"Lespedeza violacea","wand-like bush clover","Fabaceae","Lespedeza","violacea","","Y",7,"N","Y","","","S5","G5","Dry-mesic hardwood forests and woodlands. Often on rocky acidic to circumneutral soils including shale talus on upper slopes and bluffs.","Forb/herb",""
1846,"Lilium canadense","Canada lily","Liliaceae","Lilium","canadense","","Y",6,"N","Y","","FAC","S5","G5T4?","Alluvial thickets, floodplain forests, and wet thickets. Usually flowering best in non-shaded sites. Often in peaty or wet springy soils. Perhaps in more acidic soils than ssp. editorum. More work is needed to asses the habitat differences of the two ssp.","Forb/herb","Perennial"
7422,"Lilium canadense × L. michiganense","hybrid lily","Liliaceae","Lilium","canadense × L. michiganense","","Y",NA,"N","","","","SNA","GNA","","",""
6683,"Lilium philadelphicum","wood lily","Liliaceae","Lilium","philadelphicum","","Y",8,"N","Y","","FAC","S4","","Forests, woodlands, edges of forests, and utility rights-of-way in dry thin or sandy soils. Often on hilltops in partial shade in relatively poor soils.","Herbaceous","Perennial"
6275,"Lindera benzoin","spicebush","Lauraceae","Lindera","benzoin","","Y",6,"N","Y","","FACW","S5","","Floodplain forests, swamps, shrub swamps, wet woods, mesic forests, seeps in forests, and fens. Occurs in mesic to wet soils often but not always in at least partial shade. In some forest understories it can be the dominant species in the shrub layer.","Shrub","Perennial"
6826,"Lindernia dubia var. dubia","short-stalked false pimpernel","Linderniaceae","Lindernia","dubia","var. dubia","Y",6,"N","Y","","OBL","S5","","Exposed soils of the draw down zones of the edges of rivers, streams, ponds, and lakes including brackish to fresh intertidal estuaries in gravelly to muddy saturated to wet-mesic soils.","Herbaceous","Biennial"
707,"Linnaea borealis ssp. longiflora","twinflower","Caprifoliaceae","Linnaea","borealis","ssp. longiflora","Y",9,"N","Y","","FAC","S4","G5T5","Hummocks in cool swamps; on mosses in thin soils and decaying logs; cool coniferous to mixed coniferous-deciduous forests; and roadsides. Linnaea borealis grows in both unshaded and shaded habitats as well as dry to wet sites. It is a more northern plant that is more common in the northern and cooler parts of NY and is more restricted in distribution in the warmer parts of the state.","Forb/herb","Perennial"
1863,"Linum virginianum","slender yellow flax","Linaceae","Linum","virginianum","","Y",4,"N","Y","","FAC","S5","G4G5","Openings in forests, edges of forests, and dirt roads through forests on non-weedy roadsides on dry to dry-mesic thin soils.","Forb/herb","Perennial"
2005,"Liparis loeselii","Loesel’s twayblade","Orchidaceae","Liparis","loeselii","","Y",8,"N","Y","","FACW","S4","G5","Rich fens, calcareous peaty swamps, and mucky seepages. Open and forested habitats in permanently saturated soils. It often grows in mucky or peaty soils and perhaps does best where the adjacent herbaceous vegetation is sparse.","Forb/herb","Perennial"
1898,"Liriodendron tulipifera","tulip tree, tulip poplar, yellow poplar","Magnoliaceae","Liriodendron","tulipifera","","Y",6,"N","Y","","FACU","S5","G5","Mesic to wet-mesic hardwood forests. In all but the most southern parts of New York this tree is often an indicator of deep rich mesic circumneutral soils growing primarily in valley bottoms (excluding the lowest floodplains) and on lower slopes. In the most southern parts of the state it also grows in more acidic drier sites and occurs in a wider array of forested habitats.","Tree","Perennial"
575,"Lithospermum latifolium","American gromwell","Boraginaceae","Lithospermum","latifolium","","Y",8,"N","Y","","","S2","G4","Bottomland forests and rich deciduous forests in mesic to dry-mesic often calcareous soils.","Forb/herb","Perennial"
574,"Lithospermum parviflorum","shaggy marbleseed","Boraginaceae","Lithospermum","parviflorum","","Y",10,"N","Y","","","SH","G4G5T4","","Forb/herb","Perennial"
667,"Lobelia cardinalis","cardinal flower","Campanulaceae","Lobelia","cardinalis","","Y",7,"N","Y","","OBL","S4S5","G5","Marshes, swamps, wet thickets, gravely stream banks, margins of drainages, edges of ponds including marl ponds, and wet ledges. Occurs in both shaded and unshaded sites almost always in saturated to wet-mesic soils.","Forb/herb","Perennial"
665,"Lobelia inflata","Indian tobacco","Campanulaceae","Lobelia","inflata","","Y",1,"N","Y","","FACU","S5","G5","Dirt and logging roads; cut forests, forest clearings, and thin forests; and gravel bars of streams and disturbed areas. Often along paths, on tip up mounds, or other disturbed soils in mesic to dry-mesic forested sites. Occasionally in drier sites.","Forb/herb","Annual"
664,"Lobelia kalmii","Kalm’s lobelia","Campanulaceae","Lobelia","kalmii","","Y",8,"N","Y","","OBL","S5","G5","Wet calcareous cliffs; gravelly and peaty banks of streams and ponds; and fens and other calcareous wet sites. Lobelia kalmii is a small plant and it grows best where the adjacent herbaceous vegetation is low. It grows almost exclusively in calcareous wet sites.","Forb/herb","Perennial"
662,"Lobelia siphilitica var. siphilitica","great blue lobelia","Campanulaceae","Lobelia","siphilitica","var. siphilitica","Y",5,"N","Y","","FACW","S5","G5","Seepage areas, stream margins, fens, ditches, and drainage channels; wet thickets and forests; swamps and seepy road banks. Does particularly well in calcareous seepage areas.","Forb/herb","Perennial"
687,"Lonicera canadensis","American fly honeysuckle","Caprifoliaceae","Lonicera","canadensis","","Y",8,"N","Y","","FACU","S5","G5","Cool forests, forested or cool stream banks, and ledges. More common in cooler parts of NY as a general understory shrub in forests. In warmer parts of NY, it is more restricted to cooler sites.","Shrub","Perennial"
698,"Lonicera dioica","smooth-leaved honeysuckle","Caprifoliaceae","Lonicera","dioica","","Y",6,"N","Y","","FACU","S5","","Rocky thin forested slopes, forest edges, talus slopes, ledges, and thickets. A thin rather small vine becoming more robust in full sun.","Shrub","Perennial"
691,"Lonicera oblongifolia","swamp fly honeysuckle","Caprifoliaceae","Lonicera","oblongifolia","","Y",9,"N","Y","","OBL","S4","G4","Rich fens, rich swamps, and rich wet shrublands. Usually thinly scattered throughout or occurring in only a few small patches at a particular site.","Shrub","Perennial"
1965,"Ludwigia palustris","water purslane","Onagraceae","Ludwigia","palustris","","Y",4,"N","Y","","OBL","S5","G5","Edges of ponds, lakes, and streams; wet depressions, vernal pools, swamps, and marshes. Grows predominately in open sites where the soils are saturated to seasonally inundated and the adjacent herbaceous vegetation is not dense or tall. It does particularly well in open exposed muddy edges that result from water levels dropping. It can form dense extensive patches.","Forb/herb","Perennial"
1657,"Luzula acuminata var. acuminata","hairy wood rush","Juncaceae","Luzula","acuminata","var. acuminata","Y",7,"N","Y","","FACU","S5","G5","Mesic forests and edges of forests.","Graminoid","Perennial"
1643,"Luzula multiflora ssp. multiflora","common wood rush","Juncaceae","Luzula","multiflora","ssp. multiflora","Y",5,"N","Y","","FACU","S5","G5T5","Mesic forests, pastures, hayfields, and successional fields.","Graminoid","Perennial"
1887,"Lycopodium clavatum","staghorn clubmoss","Lycopodiaceae","Lycopodium","clavatum","","Y",5,"N","Y","","FAC","S5","G5","Dry to mesic forests, forest openings, forest edges, and sometimes in more open sites in thin acidic soils. Also occasionally in mosses on edges of swamps and marshes. Does well in successional forests and in disturbed soils that become colonized by mosses.","lycophyte","Perennial"
1686,"Lycopus americanus ssp. americanus","American bugleweed, American water horehound","Lamiaceae","Lycopus","americanus","ssp. americanus","Y",4,"N","Y","","OBL","S5","G5","Marshes, swamps, and edges of ponds and streams. Common in a large variety of wetlands.","Forb/herb","Perennial"
1735,"Lycopus uniflorus","northern bugleweed, northern water horehound","Lamiaceae","Lycopus","uniflorus","","Y",4,"N","Y","","OBL","S5","G5","Marshes, swamps, damp shores, ditches, and elsewhere. Common in a large variety of wetlands.","Forb/herb","Perennial"
1769,"Lycopus virginicus","Virginia bugleweed, Virginia water horehound","Lamiaceae","Lycopus","virginicus","","Y",4,"N","Y","","OBL","S4","G5","","Forb/herb","Perennial"
2536,"Lysimachia borealis","starflower","Primulaceae","Lysimachia","borealis","","Y",6,"N","Y","","FAC","S5","G5","Cool northern hardwood and mixed hardwood-coniferous forests. Also in peatlands. Often in acidic soils.","Forb/herb","Perennial"
6483,"Lysimachia ciliata","fringed loosestrife","Primulaceae","Lysimachia","ciliata","","Y",4,"N","Y","","FACW","S5","","Fens, swamps, marshes, ditches, and wet thickets.","Herbaceous","Perennial"
2532,"Lysimachia quadrifolia","whorled loosestrife","Primulaceae","Lysimachia","quadrifolia","","Y",6,"N","Y","","FACU","S5","G5","Acidic dry-mesic to mesic hardwood forests and forest edges. Sometimes it grows in more open sites but generally it is a forest herb.","Forb/herb","Perennial"
2526,"Lysimachia quadrifolia × L. terrestris = L. ×producta","elongated loosestrife","Primulaceae","Lysimachia","quadrifolia × L. terrestris = L. ×producta","","Y",NA,"N","Y","","FAC","SNA","GNA","","Forb/herb","Perennial"
2528,"Lysimachia terrestris","swamp candles","Primulaceae","Lysimachia","terrestris","","Y",7,"N","Y","","OBL","S5","G5","Marshes, peatlands, ponds, lakes, slow moving stream edges, and ditches in shallow water or occasionally on only saturated soils.","Forb/herb","Perennial"
2534,"Lysimachia thyrsiflora","tufted loosestrife","Primulaceae","Lysimachia","thyrsiflora","","Y",7,"N","Y","","OBL","S4","G5","Marshes and swamps often in relatively small populations that are not dense. Plants sometimes grow with dense herbaceous cover.","Forb/herb","Perennial"
6577,"Lythrum alatum var. alatum","winged loosestrife","Lythraceae","Lythrum","alatum","var. alatum","Y",2,"N","Y","","OBL","S5","","","Herbaceous","Perennial"
1899,"Magnolia acuminata","cucumber tree, cucumber magnolia","Magnoliaceae","Magnolia","acuminata","","Y",7,"N","Y","","FACU","S5","G5","Mesic forests sometimes in deep rich and/or calcareous soils. Occasionally in dry-mesic or wet-mesic soils. It often occurs sparsely distributed and does not become a dominant tree in New York.","Tree","Perennial"
1859,"Maianthemum canadense","Canada mayflower","Asparagaceae","Maianthemum","canadense","","Y",5,"N","Y","","FACU","S5","G5","Mesic hardwood, coniferous, and hardwood-coniferous forests; and hummocks in swamps. It does particularly well in cool northern forests where it can be the dominant herbaceous plant.","Forb/herb","Perennial"
1849,"Maianthemum racemosum","false Solomon’s seal","Asparagaceae","Maianthemum","racemosum","","Y",6,"N","Y","","FACU","S5","G5","Mesic hardwood and hardwood-coniferous forests. Widespread and common in a variety of forest types but perhaps absent from the drier most acidic sites.","Forb/herb","Perennial"
1842,"Maianthemum stellatum","starry Solomon’s seal","Asparagaceae","Maianthemum","stellatum","","Y",7,"N","Y","","FAC","S5","G5","Alluvial forests, mesic to wet forests, edges of marly ponds, and fens. Somewhat local in parts of New York. Perhaps preferring calcareous or deep rich wet-mesic or seasonally wet soils.","Forb/herb","Perennial"
1853,"Maianthemum trifolium","three-leaved Solomon’s seal","Asparagaceae","Maianthemum","trifolium","","Y",10,"N","Y","","OBL","S5","G5","Wet peaty acidic soils. Bogs and wet springy forests in cool sites.","Forb/herb","Perennial"
2045,"Malaxis monophyllos var. brachypoda","North American white adder’s mouth","Orchidaceae","Malaxis","monophyllos","var. brachypoda","Y",10,"N","Y","","FACW","S1S2","","","Herbaceous","Perennial"
2647,"Malus coronaria","wild crab apple","Rosaceae","Malus","coronaria","","Y",2,"N","Y","","","SNR","G5","Thickets, hedgerows, forest edges, pastures, and successional fields. This taxon can also be found dying in successional forests.","Tree, Shrub","Perennial"
1282,"Matteuccia struthiopteris var. pensylvanica","ostrich fern","Onocleaceae","Matteuccia","struthiopteris","var. pensylvanica","Y",5,"N","Y","","FAC","S4","G5","Primarily a species of floodplain forests. Also, shores of streams, rich mesic forests, and less frequently swamps.","Fern","Perennial"
1854,"Medeola virginiana","Indian cucumber root","Liliaceae","Medeola","virginiana","","Y",7,"N","Y","","FACU","S5","G5","Mesic to wet-mesic hardwood, coniferous, and hardwood-coniferous forests. Occurs primarily in cool northern forests.","Forb/herb","Perennial"
6830,"Melampyrum lineare","cow wheat","Orobanchaceae","Melampyrum","lineare","","Y",7,"N","Y","","FACU","SNR","","","Herbaceous","Annual"
1912,"Menispermum canadense","moonseed","Menispermaceae","Menispermum","canadense","","Y",6,"N","Y","","FAC","S5","G5","Floodplain forests and thickets, and rich forests over calcareous soils or bedrock. Most abundant on valley bottoms and lower slopes.","Vine, Subshrub","Perennial"
1761,"Mentha canadensis","American wild mint","Lamiaceae","Mentha","canadensis","","Y",4,"N","Y","","FACW","S5","G5","Marshes, wet thickets, and stream banks. Often grows in somewhat weedy thickets.","Forb/herb",""
1914,"Menyanthes trifoliata","buckbean","Menyanthaceae","Menyanthes","trifoliata","","Y",9,"N","Y","","OBL","S4","G5","Bogs, poor to rich fens, rich swamps, and cool springy forests. Often in inundated soils and sometimes at the edge of ponds or streams in the habitats mentioned.","Forb/herb",""
568,"Mertensia virginica","eastern bluebells","Boraginaceae","Mertensia","virginica","","Y",7,"N","Y","","FAC","S4","G5","Floodplain and bottomland forests and thickets, low rich forests, and stream banks. Also cultivated.","Forb/herb","Perennial"
2896,"Micranthes pensylvanica","swamp saxifrage","Saxifragaceae","Micranthes","pensylvanica","","Y",9,"N","Y","","OBL","S4S5","G5","Low areas in swamps and wet forests with mucky saturated soils.","Forb/herb","Perennial"
2902,"Micranthes virginiensis","early saxifrage","Saxifragaceae","Micranthes","virginiensis","","Y",7,"N","Y","","FACU","S5","G5","Wet to mesic to seasonally dry rock outcrops and ledges; and thin soils on bluffs and in forest openings. Generally associated with rocks and often in areas that are at least seasonally seepy.","Forb/herb","Perennial"
2262,"Milium effusum var. cisatlanticum","millet grass","Poaceae","Milium","effusum","var. cisatlanticum","Y",8,"N","Y","","FACU","S5","G5","Rich cool northern hardwood forests often in calcareous soils.","Graminoid","Perennial"
2908,"Mimulus ringens","Allegheny monkey flower","Phrymaceae","Mimulus","ringens","","Y",6,"N","Y","","OBL","S5","G5","Marshes, wet thickets, ditches, edges of streams, pond and lake margins, and gravel and sand bars in streams. Predominately in non-shaded habitats.","Forb/herb","Perennial"
6854,"Mitchella repens","partridge berry","Rubiaceae","Mitchella","repens","","Y",6,"N","Y","","FACU","S5","","Tsuga canadensis dominated forests with sparse herbaceous vegetation; other mesic forest types; and coastal oak forests in dry-mesic to mesic sandy soils.","Herbaceous","Perennial"
6491,"Mitella diphylla","two-leaved mitrewort, two-leaved bishop’s cap","Saxifragaceae","Mitella","diphylla","","Y",8,"N","Y","","FACU","S5","","Rich mesic forests, forested seeps, edges of swamps, and sometimes on hummocks in swamps. Generally in shaded habitats in deep rich soils of valley bottoms or lower slopes.","Herbaceous","Perennial"
2895,"Mitella nuda","naked mitrewort, naked bishop’s cap","Saxifragaceae","Mitella","nuda","","Y",9,"N","Y","","FACW","S4","G5","Cool northern hardwood to coniferous forests and swamps. Often in dense moss cover on wet to wet-mesic soils. A northern species that is most common in the northern and cooler parts of New York.","Forb/herb","Perennial"
1759,"Monarda didyma","Oswego tea, beebalm","Lamiaceae","Monarda","didyma","","Y",7,"N","Y","","FACU","S5","G5","Forested seeps, stream banks, alluvial forests, and wet thickets.","Forb/herb","Perennial"
1758,"Monarda fistulosa var. fistulosa","common wild bergamot","Lamiaceae","Monarda","fistulosa","var. fistulosa","Y",2,"N","Y","","FACU","S5","G5","Thickets, successional fields, edges and openings in hardwood forests, bluffs, and roadsides. Mostly in dry to dry-mesic soils in open habitats.","Subshrub, Shrub","Perennial"
6920,"Monarda fistulosa var. mollis","pale wild bergamot","Lamiaceae","Monarda","fistulosa","var. mollis","Y",2,"N","Y","","FACU","S4S5","","","Herbaceous","Perennial"
1327,"Monotropa uniflora","Indian pipe","Ericaceae","Monotropa","uniflora","","Y",7,"N","Y","","FACU","S5","G5","In a wide variety of dry-mesic to mesic forests. New plants appear in mid-summer.","Forb/herb","Perennial"
1925,"Morella caroliniensis","bayberry","Myricaceae","Morella","caroliniensis","","Y",7,"N","Y","","FAC","S4","G5","This species is found in a few, apparently very different, habitat types including upland maritime habitats, dunes, rich open to forested fens, and open habitats in sandy or thin acidic soils.","Shrub","Perennial"
1919,"Morus rubra","red mulberry","Moraceae","Morus","rubra","","Y",8,"N","Y","","FACU","S5","G5","Fairly local and populations are often small. Rich dry to dry-mesic forests often on calcareous bedrock or soils. Not weedy like M. alba.","Tree","Perennial"
2384,"Muhlenbergia frondosa","smooth wire-stemmed muhly","Poaceae","Muhlenbergia","frondosa","","Y",4,"N","Y","","FACW","S5","G5","","Graminoid",""
2299,"Muhlenbergia mexicana","hairy wire-stemmed muhly","Poaceae","Muhlenbergia","mexicana","","Y",4,"N","Y","","FACW","S5","G5","Disturbed sites, alluvial thickets, utility rights-of-way, edges of streams, and thin forests. This species can occur in a wide range of habitats and can occur in dry to wet soils. It primarily appears to be associated with disturbed sites of various sizes and populations are usually not very large.","Graminoid",""
2298,"Muhlenbergia schreberi","nimble Will","Poaceae","Muhlenbergia","schreberi","","Y",0,"N","Y","","FAC","S5","G5","Lawns, various types of fields, roadsides, trails and dirt roads through forests, and disturbed sites.","Graminoid",""
2148,"Muhlenbergia sylvatica","woodland muhly","Poaceae","Muhlenbergia","sylvatica","","Y",6,"N","Y","","FACW","S5","G5T3T5","","Graminoid",""
6905,"Myosotis laxa","smaller forget-me-not","Boraginaceae","Myosotis","laxa","","Y",3,"N","Y","","OBL","S5","","Stream banks, wet thickets, seepage areas, and swamps. Our only native wetland Myosotis it has similar habitat preferences to M. scorpioides but usually is much less common and usually does not form as dense patches as that species.","Herbaceous","Biennial"
6906,"Myosotis verna","spring forget-me-not","Boraginaceae","Myosotis","verna","","Y",5,"N","Y","","FACU","S5","","Dry thin forests, woodlands, rocky summits, rock outcrops, bluffs, and shale talus slopes in dry, thin, and disturbed soils.","Herbaceous","Biennial"
1582,"Myriophyllum sibiricum","northern water milfoil","Haloragaceae","Myriophyllum","sibiricum","","Y",8,"N","Y","","OBL","S5","G5","Quiet water of lakes, ponds, and streams.","Forb/herb",""
